destination_id,month,temperature_mean,temperature_max_avg,temperature_min_avg,precipitation_daily_avg,sunshine_hours_avg,wind_speed_max_avg,precipitation_monthly_avg,rainy_days_avg
MRU,9,18.203333333333333,21.14060606060606,15.967575757575759,2.2206060606060603,11.278105858585858,25.07212121212121,66.61818181818181,16.545454545454547
MRU,10,19.773607038123167,23.161876832844573,17.230791788856305,2.712023460410557,11.256255563701531,22.62492668621701,84.07272727272726,17.90909090909091
MRU,11,21.056060606060605,24.495454545454546,18.419696969696968,3.8736363636363635,11.250621759259259,20.276060606060607,116.2090909090909,19.0
MRU,12,22.332551319648093,25.447800586510265,19.899706744868034,6.1736070381231665,11.747816088302379,20.914369501466275,191.3818181818182,23.90909090909091
NYC,1,0.16041055718475075,4.099413489736071,-3.4653958944281524,3.0085043988269797,6.231794143043337,22.033724340175954,93.26363636363637,9.181818181818182
NYC,2,1.114790996784566,5.772025723472669,-3.1559485530546625,3.180707395498392,6.86084986602358,21.540192926045016,89.92727272727272,9.545454545454545
NYC,3,5.080058651026393,9.979765395894427,0.47683284457478003,3.8648093841642233,8.261315803193224,23.216715542521992,119.80909090909091,10.272727272727273
NYC,4,10.605757575757575,15.64090909090909,5.924242424242424,3.4860606060606063,8.766286321548822,23.023030303030303,104.58181818181816,11.636363636363637
NYC,5,16.182697947214077,21.12316715542522,11.730205278592376,3.358357771260997,9.782273851417399,19.983870967741936,104.10909090909091,11.454545454545455
NYC,6,21.53787878787879,26.394545454545458,17.048181818181817,3.2390909090909092,10.998620976430976,19.74060606060606,97.17272727272729,10.454545454545455
NYC,7,25.04134897360704,29.713782991202343,20.89090909090909,4.416422287390029,11.637591911045943,18.170967741935485,136.9090909090909,13.272727272727273
NYC,8,23.88357771260997,28.37741935483871,19.951612903225808,3.4545454545454546,10.884164662756598,17.719354838709677,107.0909090909091,11.272727272727273
NYC,9,20.40787878787879,24.85909090909091,16.53878787878788,3.996363636363636,9.129540168350168,17.85272727272727,119.89090909090909,9.363636363636363
NYC,10,14.462463343108503,18.890615835777126,10.595601173020528,4.00117302052786,7.812589002932551,19.717888563049854,124.03636363636365,8.727272727272727
NYC,11,7.916363636363637,12.183333333333334,3.9730303030303027,2.459090909090909,7.063864823232324,20.38939393939394,73.77272727272727,8.636363636363637
NYC,12,3.1085043988269794,6.801466275659824,-0.35454545454545455,3.594428152492669,5.641076832844575,19.718768328445748,111.42727272727274,10.272727272727273
RAK,1,11.89149560117302,19.78475073313783,5.489736070381231,0.832258064516129,9.257064980449657,11.608211143695016,25.8,3.272727272727273
RAK,2,13.614469453376207,21.29807073954984,7.014469453376206,1.352733118971061,9.671520819935692,13.245659163987137,38.24545454545454,5.2727272727272725
RAK,3,15.544281524926687,23.026979472140763,8.943695014662756,1.6671554252199414,10.23410669599218,14.851026392961876,51.68181818181818,6.909090909090909
RAK,4,18.69878787878788,26.15242424242424,11.931515151515152,1.195151515151515,11.252650042087541,15.197272727272729,35.85454545454545,5.0
RAK,5,22.493548387096773,30.425219941348974,15.025219941348976,0.5571847507331378,11.945129602476378,16.374193548387098,17.272727272727273,3.8181818181818183
RAK,6,25.32121212121212,33.400606060606066,17.71848484848485,0.08121212121212121,12.177135042087542,16.22878787878788,2.4363636363636365,0.6363636363636364
RAK,7,29.657771260997066,38.55806451612903,21.050146627565983,0.06862170087976541,12.614827484522646,15.204105571847508,2.1272727272727274,0.5454545454545454
RAK,8,29.755131964809383,38.22697947214076,21.65982404692082,0.1287390029325513,12.18775196318019,15.196187683284457,3.9909090909090907,1.3636363636363635
RAK,9,25.48,33.163636363636364,18.526060606060607,0.2384848484848485,10.64722074074074,13.899090909090908,7.154545454545455,1.1818181818181819
RAK,10,22.245454545454546,29.740175953079177,15.544868035190616,0.6519061583577713,9.986106679700228,13.29266862170088,20.20909090909091,3.090909090909091
RAK,11,16.684242424242424,24.151818181818182,10.213939393939393,0.8690909090909091,9.252960875420875,11.916969696969696,26.072727272727274,4.0
RAK,12,12.977126099706744,20.644281524926686,6.955131964809383,1.217008797653959,8.795485809710003,10.933137829912022,37.72727272727273,5.0
REK,1,-0.6744868035190615,1.5187683284457478,-3.038709677419355,5.072727272727272,1.4953704463994786,26.78240469208211,157.25454545454545,18.272727272727273
REK,2,0.12154340836012863,2.262379421221865,-2.2938906752411574,5.494855305466238,3.3501226777420507,28.010932475884243,155.35454545454547,17.09090909090909
REK,3,1.0378299120234604,3.3131964809384162,-1.304692082111437,4.3718475073313785,6.030634490061909,24.405865102639297,135.52727272727273,17.0
REK,4,3.818787878787879,6.33,1.1666666666666667,4.219090909090909,7.563277710437711,22.985757575757578,126.57272727272726,15.818181818181818
REK,5,6.485043988269795,8.901466275659825,3.9284457478005863,3.867448680351906,9.573318287715868,21.260117302052784,119.89090909090909,17.90909090909091
REK,6,9.163939393939394,11.409090909090908,6.7303030303030305,3.0736363636363633,9.198970555555555,18.982727272727274,92.2090909090909,15.636363636363637
REK,7,11.183870967741935,13.502052785923754,8.755131964809385,2.726392961876833,9.37599142228739,17.130205278592374,84.51818181818182,15.090909090909092
REK,8,10.778885630498534,13.104398826979473,8.431964809384164,3.5234604105571847,8.639648582600195,18.50263929618768,109.22727272727273,13.909090909090908
REK,9,8.136363636363637,10.374242424242425,5.944545454545454,4.710909090909091,6.221868223905725,22.27,141.3272727272727,17.727272727272727
REK,10,4.850439882697947,6.781818181818181,2.8082111436950146,5.097360703812317,4.246635215053764,22.96598240469208,158.01818181818183,18.181818181818183
REK,11,1.9963636363636361,3.8206060606060603,0.02272727272727273,4.075151515151515,2.2487809595959596,23.676363636363636,122.25454545454545,14.909090909090908
REK,12,-0.0718475073313783,1.8994134897360706,-2.2434017595307916,4.351612903225806,0.7016868849788205,25.005278592375365,134.9,17.363636363636363
SYD,1,22.710850439882698,26.405865102639297,19.384750733137828,3.4442815249266863,10.772824894102314,22.075659824046923,106.77272727272727,13.0
SYD,2,22.393890675241156,25.909967845659164,19.091318327974275,3.6163987138263667,10.554814924973204,21.57427652733119,102.24545454545455,12.636363636363637
SYD,3,21.245454545454546,24.778592375366568,18.100293255131966,4.7750733137829915,9.543232828282829,20.51466275659824,148.02727272727273,15.090909090909092
SYD,4,18.284242424242425,22.456060606060607,14.593030303030302,3.2081818181818185,9.407852146464647,17.906666666666666,96.24545454545455,10.363636363636363
SYD,5,14.987976539589441,19.46451612903226,11.28533724340176,2.3961876832844577,8.586097996089931,17.680351906158357,74.28181818181818,8.272727272727273
SYD,6,12.389090909090909,16.715151515151515,8.832424242424242,2.3775757575757575,8.301565757575759,17.663030303030304,71.32727272727273,8.818181818181818
SYD,7,12.030498533724339,16.780938416422288,8.060997067448682,2.2824046920821113,8.775842855979146,19.06392961876833,70.75454545454545,7.090909090909091
SYD,8,12.99090909090909,17.964222873900294,8.710850439882698,2.129325513196481,9.027284481915935,19.634017595307917,66.00909090909092,7.0
SYD,9,15.47181818181818,20.62,10.70030303030303,1.71,10.407211574074074,21.38151515151515,51.3,6.636363636363637
SYD,10,17.92199413489736,22.63958944281525,13.479472140762462,2.278005865102639,10.321411640599544,21.91407624633431,70.61818181818181,10.727272727272727
SYD,11,19.580909090909092,23.744545454545452,15.504848484848486,2.621212121212121,10.99867228956229,22.07939393939394,78.63636363636364,10.636363636363637
SYD,12,21.524046920821114,25.713782991202343,17.615249266862172,2.135483870967742,11.530590575105897,22.179472140762464,66.2,9.818181818181818
TYO,1,4.186217008797654,9.125219941348973,0.004692082111436945,1.770967741935484,7.845387121212122,25.347214076246335,54.9,5.090909090909091
TYO,2,5.355305466237942,10.358199356913184,0.9456591639871383,1.854340836012862,8.044270909253305,26.833118971061094,52.42727272727273,6.454545454545454
TYO,3,9.418181818181818,14.325806451612904,4.767155425219941,4.519648093841642,8.042916691104596,27.473020527859234,140.10909090909092,11.636363636363637
TYO,4,14.096969696969698,18.735151515151518,9.68060606060606,4.425454545454546,8.545774663299662,28.537272727272725,132.76363636363638,11.454545454545455
TYO,5,18.76217008797654,23.20205278592375,14.602932551319649,4.731964809384164,8.72024096611274,26.54017595307918,146.6909090909091,11.727272727272727
TYO,6,22.174545454545456,26.14484848484848,18.77121212121212,6.213939393939394,8.244331632996632,23.528181818181817,186.4181818181818,14.636363636363637
TYO,7,26.31173020527859,30.212609970674485,23.15982404692082,5.94692082111437,8.898490224828933,23.158944281524928,184.35454545454547,15.454545454545455
TYO,8,27.546627565982405,31.5683284457478,24.360703812316714,4.379765395894428,10.023342839687194,23.568035190615834,135.77272727272728,13.545454545454545
TYO,9,23.87909090909091,27.543030303030307,20.902727272727272,7.20060606060606,7.569017104377104,21.854545454545455,216.0181818181818,15.0
TYO,10,17.661290322580644,21.5049853372434,14.356304985337243,6.119941348973607,6.824103657543174,22.402052785923754,189.71818181818182,12.363636363636363
TYO,11,12.177878787878788,16.63,8.342424242424242,3.0063636363636363,7.27169085016835,21.20060606060606,90.19090909090909,9.090909090909092
TYO,12,6.675659824046921,11.468035190615835,2.6052785923753663,1.914076246334311,7.501719395568589,21.81642228739003,59.33636363636364,6.363636363636363
ZNZ,1,28.026979472140766,31.509384164222876,25.711436950146627,1.947800586510264,11.202606166503747,20.11642228739003,60.38181818181818,11.272727272727273
ZNZ,2,28.46655948553055,32.332797427652736,25.83344051446945,1.3353697749196143,11.213350875312612,19.042765273311897,37.75454545454546,10.090909090909092
ZNZ,3,28.181818181818183,31.785630498533724,25.605278592375367,3.560117302052786,10.485497368849789,16.446920821114368,110.36363636363636,17.0
ZNZ,4,26.39878787878788,28.80515151515152,24.69848484848485,11.444242424242423,8.577915925925927,16.73909090909091,343.3272727272727,26.363636363636363
ZNZ,5,25.812023460410558,28.030791788856305,24.19560117302053,6.103812316715543,9.625537243401759,19.203812316715542,189.21818181818182,19.90909090909091
ZNZ,6,25.204848484848487,27.754545454545454,23.37181818181818,1.9933333333333332,10.508519713804713,20.650909090909092,59.8,14.545454545454545
ZNZ,7,24.651612903225807,27.472727272727276,22.605865102639296,1.3343108504398826,10.752523566308245,21.536950146627568,41.36363636363637,14.272727272727273
ZNZ,8,24.75483870967742,28.34633431085044,22.00058651026393,1.1865102639296188,10.885556989247313,19.660703812316715,36.78181818181818,13.272727272727273
ZNZ,9,25.382424242424246,29.434848484848484,22.18969696969697,1.3169696969696971,11.353219595959596,18.39939393939394,39.50909090909091,13.0
ZNZ,10,26.23108504398827,30.134604105571846,23.149266862170087,2.931378299120235,11.447203054740958,17.59530791788856,90.87272727272727,16.0
ZNZ,11,26.78818181818182,30.086060606060606,24.164242424242424,4.41090909090909,11.39098335016835,15.829999999999998,132.32727272727274,21.727272727272727
ZNZ,12,27.568621700879763,30.724046920821113,25.112609970674487,3.335777126099707,11.509472043010753,16.64985337243402,103.4090909090909,18.818181818181817
