destination_id,date,temperature_mean,temperature_max,temperature_min,precipitation,sunshine_duration,wind_speed_max,sunshine_hours,month,year
BKK,2015-01-01,23.2,28.2,18.2,0.0,39452.09,14.7,10.958913888888889,1,2015
BKK,2015-01-02,22.7,27.6,17.9,0.0,39484.99,14.3,10.968052777777777,1,2015
BKK,2015-01-03,23.3,28.9,18.0,0.0,39518.49,10.5,10.977358333333333,1,2015
BKK,2015-01-04,24.3,30.3,18.4,0.0,39552.52,9.4,10.98681111111111,1,2015
BKK,2015-01-05,25.5,31.5,19.5,0.0,39586.98,9.6,10.996383333333334,1,2015
BKK,2015-01-06,26.7,32.4,21.5,0.0,39600.0,10.3,11.0,1,2015
BKK,2015-01-07,27.2,31.9,22.3,0.3,39600.0,11.1,11.0,1,2015
BKK,2015-01-08,25.7,28.7,23.5,4.1,21771.9,15.6,6.047750000000001,1,2015
BKK,2015-01-09,26.1,30.9,22.3,0.0,39600.0,14.4,11.0,1,2015
BKK,2015-01-10,25.3,28.1,22.6,1.5,31956.22,13.5,8.876727777777779,1,2015
BKK,2015-01-11,23.5,26.9,21.4,0.0,26088.44,17.4,7.246788888888888,1,2015
BKK,2015-01-12,22.4,26.0,20.0,0.2,21532.39,15.5,5.981219444444444,1,2015
BKK,2015-01-13,23.4,26.9,21.3,0.0,38898.57,13.8,10.805158333333333,1,2015
BKK,2015-01-14,22.9,28.1,18.5,0.0,39600.0,11.6,11.0,1,2015
BKK,2015-01-15,22.8,28.6,17.1,0.0,39600.0,8.9,11.0,1,2015
BKK,2015-01-16,23.0,29.3,16.6,0.0,39600.0,9.2,11.0,1,2015
BKK,2015-01-17,22.6,27.8,17.1,0.0,39600.0,10.8,11.0,1,2015
BKK,2015-01-18,23.6,29.2,18.3,0.0,37097.83,10.6,10.304952777777778,1,2015
BKK,2015-01-19,23.9,28.7,18.8,0.0,36000.0,12.9,10.0,1,2015
BKK,2015-01-20,24.2,29.6,18.1,0.0,39600.0,6.9,11.0,1,2015
BKK,2015-01-21,24.8,30.9,18.3,0.0,39600.0,7.2,11.0,1,2015
BKK,2015-01-22,25.8,31.7,19.7,0.0,39600.0,9.4,11.0,1,2015
BKK,2015-01-23,25.8,30.7,20.6,0.0,39600.0,11.3,11.0,1,2015
BKK,2015-01-24,25.6,30.9,20.9,0.0,39600.0,10.6,11.0,1,2015
BKK,2015-01-25,25.5,31.0,20.1,0.0,39600.0,10.7,11.0,1,2015
BKK,2015-01-26,26.0,31.1,21.1,0.0,39600.0,9.0,11.0,1,2015
BKK,2015-01-27,26.3,31.9,20.6,0.0,39600.0,8.7,11.0,1,2015
BKK,2015-01-28,26.6,32.2,21.0,0.0,39600.0,9.7,11.0,1,2015
BKK,2015-01-29,26.8,31.8,22.2,0.0,39600.0,11.8,11.0,1,2015
BKK,2015-01-30,27.3,31.8,23.4,0.0,39600.0,11.5,11.0,1,2015
BKK,2015-01-31,27.2,31.1,24.3,0.3,39600.0,10.2,11.0,1,2015
BKK,2015-02-01,26.8,30.9,23.1,0.5,39600.0,16.3,11.0,2,2015
BKK,2015-02-02,26.1,30.9,21.3,0.0,33028.79,13.9,9.174663888888889,2,2015
BKK,2015-02-03,27.2,31.9,23.4,0.0,39600.0,13.3,11.0,2,2015
BKK,2015-02-04,27.2,32.5,22.1,0.0,39600.0,10.1,11.0,2,2015
BKK,2015-02-05,26.9,32.2,22.3,0.0,39600.0,14.6,11.0,2,2015
BKK,2015-02-06,25.7,31.2,20.8,0.0,39600.0,21.3,11.0,2,2015
BKK,2015-02-07,25.7,31.1,20.1,0.0,39600.0,7.9,11.0,2,2015
BKK,2015-02-08,26.2,31.5,19.4,0.0,39600.0,13.8,11.0,2,2015
BKK,2015-02-09,26.2,30.8,22.3,0.0,39600.0,19.4,11.0,2,2015
BKK,2015-02-10,25.6,30.9,19.6,0.0,39600.0,11.3,11.0,2,2015
BKK,2015-02-11,26.1,32.0,19.6,0.0,39600.0,11.0,11.0,2,2015
BKK,2015-02-12,26.5,30.8,22.4,0.0,39600.0,14.2,11.0,2,2015
BKK,2015-02-13,27.2,31.0,24.4,0.1,39600.0,17.2,11.0,2,2015
BKK,2015-02-14,27.6,32.0,24.9,0.1,39600.0,16.3,11.0,2,2015
BKK,2015-02-15,27.0,30.5,24.3,0.2,39600.0,15.3,11.0,2,2015
BKK,2015-02-16,27.4,31.6,24.1,0.8,39600.0,15.5,11.0,2,2015
BKK,2015-02-17,27.4,31.9,23.5,0.1,39600.0,14.8,11.0,2,2015
BKK,2015-02-18,27.9,32.2,25.1,0.1,39600.0,14.6,11.0,2,2015
BKK,2015-02-19,27.3,30.8,24.6,1.6,32909.99,15.9,9.141663888888889,2,2015
BKK,2015-02-20,26.6,31.3,24.7,3.8,25418.87,13.5,7.060797222222222,2,2015
BKK,2015-02-21,27.6,31.6,24.6,0.0,39600.0,15.5,11.0,2,2015
BKK,2015-02-22,27.7,31.9,24.6,0.0,39600.0,15.2,11.0,2,2015
BKK,2015-02-23,27.7,32.5,23.9,0.0,39600.0,15.1,11.0,2,2015
BKK,2015-02-24,28.0,33.1,23.6,0.0,39600.0,14.0,11.0,2,2015
BKK,2015-02-25,28.3,33.8,23.9,0.0,39600.0,14.4,11.0,2,2015
BKK,2015-02-26,28.6,34.0,24.7,0.0,39600.0,15.9,11.0,2,2015
BKK,2015-02-27,28.7,34.1,23.6,0.0,39600.0,13.7,11.0,2,2015
BKK,2015-02-28,29.2,34.0,25.6,0.0,39600.0,14.5,11.0,2,2015
BKK,2015-03-01,29.7,34.5,26.1,0.0,39600.0,13.3,11.0,3,2015
BKK,2015-03-02,28.5,31.7,26.4,2.1,39253.7,15.9,10.903805555555556,3,2015
BKK,2015-03-03,29.2,34.0,26.2,0.2,39600.0,17.3,11.0,3,2015
BKK,2015-03-04,29.6,34.6,25.9,0.0,39608.09,15.8,11.002247222222222,3,2015
BKK,2015-03-05,29.8,34.4,26.2,0.1,39600.0,15.2,11.0,3,2015
BKK,2015-03-06,29.4,33.6,26.8,0.0,39600.0,18.5,11.0,3,2015
BKK,2015-03-07,29.3,33.7,26.7,0.0,39600.0,18.8,11.0,3,2015
BKK,2015-03-08,29.3,34.0,26.2,0.0,39600.0,20.2,11.0,3,2015
BKK,2015-03-09,29.4,33.5,26.2,0.0,39600.0,17.6,11.0,3,2015
BKK,2015-03-10,29.5,34.7,26.0,0.0,39729.96,18.7,11.0361,3,2015
BKK,2015-03-11,29.3,33.9,26.2,0.1,39709.8,17.4,11.0305,3,2015
BKK,2015-03-12,29.3,34.0,26.4,0.4,39600.0,15.5,11.0,3,2015
BKK,2015-03-13,29.2,33.4,26.4,0.0,39905.9,19.8,11.084972222222223,3,2015
BKK,2015-03-14,29.7,34.1,26.7,0.0,39648.7,18.8,11.013527777777776,3,2015
BKK,2015-03-15,29.6,34.6,26.4,0.8,40101.46,17.1,11.139294444444443,3,2015
BKK,2015-03-16,29.7,34.6,26.8,0.0,40080.93,18.7,11.133591666666666,3,2015
BKK,2015-03-17,29.8,34.5,26.7,0.0,39823.97,17.7,11.06221388888889,3,2015
BKK,2015-03-18,29.9,35.0,26.4,0.0,40702.72,18.1,11.306311111111112,3,2015
BKK,2015-03-19,30.0,35.4,26.3,0.0,40679.23,16.9,11.299786111111112,3,2015
BKK,2015-03-20,30.0,35.1,26.6,0.3,40472.74,17.7,11.242427777777777,3,2015
BKK,2015-03-21,29.7,33.4,27.5,1.3,38600.63,19.5,10.722397222222222,3,2015
BKK,2015-03-22,28.1,33.0,24.8,4.3,31954.26,14.5,8.876183333333334,3,2015
BKK,2015-03-23,28.1,31.8,24.8,2.6,39940.51,14.8,11.094586111111111,3,2015
BKK,2015-03-24,26.8,29.2,24.3,29.4,36822.56,13.9,10.228488888888888,3,2015
BKK,2015-03-25,27.1,31.9,23.8,3.3,39900.17,12.8,11.083380555555555,3,2015
BKK,2015-03-26,27.0,32.0,23.6,2.1,38510.44,13.1,10.697344444444445,3,2015
BKK,2015-03-27,27.6,32.7,24.4,1.1,38949.68,14.5,10.819355555555555,3,2015
BKK,2015-03-28,28.2,33.1,24.7,1.1,39877.32,7.0,11.077033333333333,3,2015
BKK,2015-03-29,27.2,31.0,23.7,8.1,32400.0,7.8,9.0,3,2015
BKK,2015-03-30,28.5,32.8,25.3,0.0,41693.05,14.9,11.581402777777779,3,2015
BKK,2015-03-31,29.2,33.6,25.8,0.0,41831.0,15.5,11.619722222222222,3,2015
BKK,2015-04-01,29.8,34.3,26.6,0.0,41891.55,15.5,11.636541666666668,4,2015
BKK,2015-04-02,30.7,35.8,26.8,0.0,41314.93,16.8,11.476369444444444,4,2015
BKK,2015-04-03,30.6,36.1,25.2,0.0,42600.13,13.9,11.833369444444443,4,2015
BKK,2015-04-04,30.0,35.4,25.6,0.0,42639.27,18.4,11.844241666666665,4,2015
BKK,2015-04-05,30.1,35.1,26.7,0.0,41966.45,17.1,11.65734722222222,4,2015
BKK,2015-04-06,30.8,36.1,27.2,0.0,42478.61,16.6,11.799613888888889,4,2015
BKK,2015-04-07,30.9,35.9,27.6,0.0,40593.85,17.6,11.276069444444444,4,2015
BKK,2015-04-08,27.7,29.2,26.0,31.8,9593.92,13.8,2.6649777777777777,4,2015
BKK,2015-04-09,28.6,32.8,25.0,0.0,42588.3,11.2,11.830083333333334,4,2015
BKK,2015-04-10,29.2,33.1,25.9,0.0,42486.07,14.1,11.801686111111112,4,2015
BKK,2015-04-11,29.1,33.4,26.4,3.2,41720.13,15.5,11.588925,4,2015
BKK,2015-04-12,26.8,31.5,23.9,12.3,27097.86,8.4,7.527183333333333,4,2015
BKK,2015-04-13,28.0,31.6,25.3,0.0,42726.28,16.4,11.868411111111111,4,2015
BKK,2015-04-14,27.7,32.5,23.1,0.0,42760.41,12.3,11.877891666666669,4,2015
BKK,2015-04-15,28.6,33.2,23.2,0.0,42669.8,12.1,11.852722222222223,4,2015
BKK,2015-04-16,29.2,33.6,25.2,0.0,42827.96,14.1,11.896655555555554,4,2015
BKK,2015-04-17,29.8,34.2,26.1,0.0,43101.28,19.5,11.972577777777778,4,2015
BKK,2015-04-18,29.9,34.1,26.7,0.0,43134.42,20.5,11.981783333333333,4,2015
BKK,2015-04-19,30.1,34.9,26.2,0.0,43167.1,17.3,11.99086111111111,4,2015
BKK,2015-04-20,31.3,36.9,27.0,1.2,42958.35,16.6,11.932875,4,2015
BKK,2015-04-21,32.1,37.7,27.6,0.0,43230.76,15.7,12.008544444444444,4,2015
BKK,2015-04-22,31.9,36.6,27.4,0.0,43261.63,11.6,12.017119444444443,4,2015
BKK,2015-04-23,28.4,31.1,25.6,8.0,40251.74,11.8,11.181038888888889,4,2015
BKK,2015-04-24,29.1,34.1,25.4,6.3,42980.35,5.5,11.938986111111111,4,2015
BKK,2015-04-25,26.5,28.7,24.7,13.0,7082.82,11.9,1.96745,4,2015
BKK,2015-04-26,28.6,33.5,25.0,1.5,43134.21,8.3,11.981724999999999,4,2015
BKK,2015-04-27,28.7,34.0,24.8,1.7,43160.39,10.0,11.988997222222222,4,2015
BKK,2015-04-28,29.5,33.4,26.4,0.7,43672.41,14.1,12.131225,4,2015
BKK,2015-04-29,30.1,34.4,26.3,0.0,43453.22,14.1,12.07033888888889,4,2015
BKK,2015-04-30,30.3,34.5,26.6,3.2,43232.15,12.1,12.008930555555557,4,2015
BKK,2015-05-01,31.2,36.3,27.2,1.0,43183.21,12.8,11.995336111111111,5,2015
BKK,2015-05-02,31.2,36.5,27.9,1.9,36621.11,12.6,10.172530555555555,5,2015
BKK,2015-05-03,31.2,35.6,27.7,0.4,38930.53,14.8,10.814036111111111,5,2015
BKK,2015-05-04,30.9,36.2,27.7,0.5,37445.21,14.1,10.401447222222222,5,2015
BKK,2015-05-05,30.9,36.1,28.1,2.1,43025.37,13.0,11.951491666666668,5,2015
BKK,2015-05-06,31.2,36.4,27.7,2.0,43245.6,12.4,12.012666666666666,5,2015
BKK,2015-05-07,31.5,36.4,28.0,1.2,43200.0,13.0,12.0,5,2015
BKK,2015-05-08,30.6,35.5,27.8,2.9,40213.42,17.3,11.170394444444444,5,2015
BKK,2015-05-09,30.2,34.1,28.0,3.6,41418.3,18.3,11.505083333333333,5,2015
BKK,2015-05-10,30.3,35.0,27.1,0.4,43966.29,15.5,12.212858333333333,5,2015
BKK,2015-05-11,30.6,35.1,27.2,1.0,43961.42,14.9,12.211505555555554,5,2015
BKK,2015-05-12,31.4,36.2,27.9,0.6,43956.43,14.2,12.210119444444445,5,2015
BKK,2015-05-13,30.4,34.9,28.2,2.0,30482.48,16.6,8.467355555555555,5,2015
BKK,2015-05-14,28.4,30.8,26.4,9.3,28102.59,15.5,7.806275,5,2015
BKK,2015-05-15,29.8,34.0,25.6,0.0,43329.26,13.3,12.035905555555557,5,2015
BKK,2015-05-16,30.7,35.3,27.3,0.0,44185.29,17.0,12.273691666666666,5,2015
BKK,2015-05-17,30.6,35.7,27.3,0.7,43429.06,17.1,12.063627777777777,5,2015
BKK,2015-05-18,30.8,35.9,27.5,1.4,43099.91,15.0,11.972197222222222,5,2015
BKK,2015-05-19,31.4,37.1,27.6,0.4,43918.32,18.7,12.199533333333333,5,2015
BKK,2015-05-20,30.7,35.4,27.6,0.7,39600.0,18.1,11.0,5,2015
BKK,2015-05-21,30.7,35.9,27.7,3.0,44158.03,18.3,12.266119444444444,5,2015
BKK,2015-05-22,30.7,35.3,27.5,2.0,43647.9,23.1,12.124416666666667,5,2015
BKK,2015-05-23,30.1,34.3,27.3,5.3,42021.66,19.4,11.672683333333334,5,2015
BKK,2015-05-24,29.9,34.8,26.9,4.2,43200.0,15.6,12.0,5,2015
BKK,2015-05-25,30.3,34.2,26.7,0.2,43373.57,15.3,12.048213888888888,5,2015
BKK,2015-05-26,30.1,34.3,26.8,0.2,38151.48,18.7,10.597633333333334,5,2015
BKK,2015-05-27,30.3,34.7,26.7,0.3,44118.73,16.8,12.255202777777779,5,2015
BKK,2015-05-28,30.5,35.5,26.8,2.0,43603.85,16.4,12.112180555555556,5,2015
BKK,2015-05-29,30.8,35.9,27.0,0.9,44104.46,18.2,12.251238888888889,5,2015
BKK,2015-05-30,30.9,35.6,27.1,1.2,44606.09,18.3,12.390580555555555,5,2015
BKK,2015-05-31,31.5,36.7,27.3,0.0,44344.6,16.4,12.317944444444445,5,2015
BKK,2015-06-01,31.7,37.5,27.4,2.9,43200.0,16.3,12.0,6,2015
BKK,2015-06-02,30.9,36.3,27.8,5.8,43309.5,18.7,12.030416666666667,6,2015
BKK,2015-06-03,29.7,33.5,27.2,1.3,38568.11,11.9,10.713363888888889,6,2015
BKK,2015-06-04,29.9,34.0,27.0,0.3,45339.04,18.2,12.594177777777778,6,2015
BKK,2015-06-05,31.1,35.6,27.5,0.3,44309.24,13.6,12.308122222222222,6,2015
BKK,2015-06-06,31.9,36.8,27.4,1.1,43277.85,15.9,12.021625,6,2015
BKK,2015-06-07,32.3,37.3,29.1,0.8,43270.23,16.7,12.019508333333334,6,2015
BKK,2015-06-08,29.9,34.6,27.0,6.2,15888.26,14.5,4.413405555555555,6,2015
BKK,2015-06-09,30.5,36.4,27.4,6.2,44282.08,13.7,12.300577777777779,6,2015
BKK,2015-06-10,31.1,36.2,27.1,0.6,45559.24,13.5,12.655344444444443,6,2015
BKK,2015-06-11,31.7,36.7,27.7,0.0,45688.29,18.7,12.691191666666667,6,2015
BKK,2015-06-12,31.1,36.3,27.8,3.5,43747.01,13.8,12.151947222222223,6,2015
BKK,2015-06-13,30.2,35.3,27.0,4.9,38010.06,13.2,10.558349999999999,6,2015
BKK,2015-06-14,29.7,35.3,26.8,15.7,28879.77,10.4,8.022158333333334,6,2015
BKK,2015-06-15,27.6,31.2,25.1,15.1,14400.0,12.2,4.0,6,2015
BKK,2015-06-16,27.2,29.8,25.3,13.2,34562.86,17.0,9.600794444444444,6,2015
BKK,2015-06-17,27.1,29.7,25.2,6.7,32671.6,14.8,9.075444444444445,6,2015
BKK,2015-06-18,27.4,30.0,25.6,0.0,21788.51,15.4,6.052363888888888,6,2015
BKK,2015-06-19,28.5,32.2,25.4,1.3,44209.93,15.8,12.280536111111111,6,2015
BKK,2015-06-20,28.9,32.8,25.9,0.9,43687.59,18.4,12.135441666666665,6,2015
BKK,2015-06-21,29.6,33.7,26.5,0.2,40780.29,20.6,11.327858333333333,6,2015
BKK,2015-06-22,29.5,32.8,26.9,0.0,32248.79,24.5,8.957997222222222,6,2015
BKK,2015-06-23,28.2,31.6,25.9,1.7,16148.54,21.9,4.485705555555556,6,2015
BKK,2015-06-24,28.6,32.4,26.7,0.8,20233.79,22.3,5.620497222222222,6,2015
BKK,2015-06-25,27.6,30.3,26.0,5.8,18877.3,18.6,5.243694444444444,6,2015
BKK,2015-06-26,28.2,31.1,25.7,0.4,29468.48,19.7,8.185688888888889,6,2015
BKK,2015-06-27,27.6,30.0,25.9,9.9,26132.94,21.9,7.25915,6,2015
BKK,2015-06-28,28.3,32.2,25.8,7.4,42447.14,16.4,11.790872222222221,6,2015
BKK,2015-06-29,28.8,32.8,25.0,0.0,45930.87,15.5,12.758575,6,2015
BKK,2015-06-30,28.9,33.4,24.6,0.5,43630.87,16.9,12.119686111111111,6,2015
BKK,2015-07-01,29.6,33.9,25.4,0.3,44654.71,17.4,12.404086111111111,7,2015
BKK,2015-07-02,30.0,34.8,25.8,0.2,45420.7,21.1,12.61686111111111,7,2015
BKK,2015-07-03,30.3,35.0,26.3,0.9,45955.79,23.4,12.765497222222223,7,2015
BKK,2015-07-04,30.7,34.8,27.2,0.0,45960.7,25.5,12.76686111111111,7,2015
BKK,2015-07-05,29.8,34.2,27.5,3.1,43770.4,25.3,12.158444444444445,7,2015
BKK,2015-07-06,30.1,34.7,27.1,0.4,39279.01,16.3,10.910836111111111,7,2015
BKK,2015-07-07,30.6,35.6,26.8,0.8,40736.84,17.5,11.315788888888887,7,2015
BKK,2015-07-08,30.7,35.7,27.5,2.3,43347.57,19.5,12.040991666666667,7,2015
BKK,2015-07-09,29.8,32.8,27.5,1.0,7902.44,23.4,2.195122222222222,7,2015
BKK,2015-07-10,30.6,34.9,27.1,0.0,41135.83,19.9,11.426619444444444,7,2015
BKK,2015-07-11,31.2,36.5,26.8,0.6,45943.76,23.0,12.762155555555555,7,2015
BKK,2015-07-12,30.8,35.7,27.3,4.5,38839.55,19.2,10.788763888888889,7,2015
BKK,2015-07-13,30.1,35.7,27.5,5.0,43481.48,20.8,12.07818888888889,7,2015
BKK,2015-07-14,30.1,34.1,27.4,1.0,37697.16,16.9,10.471433333333334,7,2015
BKK,2015-07-15,29.4,33.0,26.9,0.6,40533.0,21.7,11.259166666666667,7,2015
BKK,2015-07-16,28.3,32.4,26.3,10.6,27730.62,20.4,7.7029499999999995,7,2015
BKK,2015-07-17,28.6,31.5,26.4,0.8,20721.41,18.7,5.755947222222222,7,2015
BKK,2015-07-18,28.3,31.6,26.7,3.9,24580.34,20.2,6.827872222222222,7,2015
BKK,2015-07-19,28.0,31.2,26.3,8.1,15100.12,16.9,4.194477777777778,7,2015
BKK,2015-07-20,27.5,30.2,25.9,2.5,22128.51,19.0,6.1468083333333325,7,2015
BKK,2015-07-21,28.1,30.9,26.0,0.2,40399.95,23.1,11.222208333333333,7,2015
BKK,2015-07-22,29.3,33.4,25.6,0.2,44653.69,14.4,12.403802777777779,7,2015
BKK,2015-07-23,29.3,32.8,26.8,0.5,20487.11,15.1,5.690863888888889,7,2015
BKK,2015-07-24,29.9,34.0,26.6,0.0,35369.13,14.8,9.824758333333333,7,2015
BKK,2015-07-25,30.0,35.1,26.3,0.8,36688.82,14.3,10.19133888888889,7,2015
BKK,2015-07-26,29.7,34.1,26.7,1.2,37836.8,17.6,10.510222222222223,7,2015
BKK,2015-07-27,28.4,31.3,26.3,3.2,19752.02,16.0,5.486672222222222,7,2015
BKK,2015-07-28,27.8,31.4,25.8,9.0,25363.52,19.0,7.045422222222222,7,2015
BKK,2015-07-29,27.8,30.7,25.4,7.6,27747.09,19.1,7.707525,7,2015
BKK,2015-07-30,26.3,29.4,24.3,15.0,13273.01,14.4,3.6869472222222224,7,2015
BKK,2015-07-31,26.7,29.8,24.7,11.7,23181.23,14.8,6.439230555555556,7,2015
BKK,2015-08-01,27.1,30.2,25.1,8.5,16783.81,10.9,4.662169444444444,8,2015
BKK,2015-08-02,27.1,30.5,25.4,7.8,17100.54,14.8,4.7501500000000005,8,2015
BKK,2015-08-03,27.2,30.3,24.8,3.2,35031.79,15.5,9.731052777777778,8,2015
BKK,2015-08-04,26.8,30.2,24.7,8.2,17655.77,17.7,4.904380555555556,8,2015
BKK,2015-08-05,26.9,31.3,24.8,10.3,15570.61,18.7,4.325169444444445,8,2015
BKK,2015-08-06,27.2,30.4,25.1,4.1,29788.31,16.2,8.274530555555556,8,2015
BKK,2015-08-07,28.0,31.3,25.2,0.5,41042.68,13.8,11.400744444444445,8,2015
BKK,2015-08-08,27.4,30.9,25.3,5.5,19656.04,16.4,5.460011111111111,8,2015
BKK,2015-08-09,28.1,31.4,25.5,1.0,38351.7,15.0,10.65325,8,2015
BKK,2015-08-10,28.6,32.4,25.6,1.2,41221.92,15.0,11.450533333333333,8,2015
BKK,2015-08-11,28.9,32.7,26.4,2.9,38305.18,12.2,10.640327777777777,8,2015
BKK,2015-08-12,27.8,31.8,25.8,7.5,20110.85,11.3,5.586347222222222,8,2015
BKK,2015-08-13,28.0,32.0,25.8,4.9,34055.76,13.4,9.459933333333334,8,2015
BKK,2015-08-14,28.6,32.0,25.9,0.0,40635.86,14.4,11.287738888888889,8,2015
BKK,2015-08-15,29.0,33.1,26.4,0.3,35588.05,12.8,9.885569444444446,8,2015
BKK,2015-08-16,29.4,33.3,25.8,0.2,41464.19,12.7,11.517830555555555,8,2015
BKK,2015-08-17,29.6,33.9,26.2,1.5,42829.17,16.2,11.896991666666667,8,2015
BKK,2015-08-18,29.9,34.5,26.6,0.4,42109.69,15.5,11.697136111111112,8,2015
BKK,2015-08-19,30.4,35.8,26.5,1.5,42010.78,20.5,11.669661111111111,8,2015
BKK,2015-08-20,29.5,35.1,26.3,11.1,41157.89,14.9,11.432747222222222,8,2015
BKK,2015-08-21,28.5,33.4,25.9,7.0,36051.03,16.1,10.014175,8,2015
BKK,2015-08-22,27.9,32.4,26.0,1.6,16598.57,21.3,4.610713888888889,8,2015
BKK,2015-08-23,27.7,31.0,24.8,4.9,28084.36,19.6,7.801211111111111,8,2015
BKK,2015-08-24,28.7,31.6,26.2,0.0,34906.66,16.6,9.696294444444446,8,2015
BKK,2015-08-25,28.5,32.8,25.9,1.8,38990.54,20.2,10.830705555555555,8,2015
BKK,2015-08-26,28.0,30.9,25.9,3.4,30185.17,19.0,8.384769444444444,8,2015
BKK,2015-08-27,27.5,30.2,25.3,3.8,26950.77,11.0,7.486325,8,2015
BKK,2015-08-28,27.3,30.1,25.7,11.4,9994.36,12.6,2.7762111111111114,8,2015
BKK,2015-08-29,28.6,32.7,26.0,1.0,36000.0,15.5,10.0,8,2015
BKK,2015-08-30,28.9,32.9,26.0,0.1,38451.62,15.2,10.681005555555556,8,2015
BKK,2015-08-31,28.5,33.1,26.1,10.3,32486.09,12.6,9.023913888888888,8,2015
BKK,2015-09-01,28.2,31.9,26.1,1.2,25788.56,15.8,7.16348888888889,9,2015
BKK,2015-09-02,28.6,32.7,26.0,3.0,38325.76,13.7,10.646044444444446,9,2015
BKK,2015-09-03,28.1,32.5,26.0,13.0,36000.0,13.6,10.0,9,2015
BKK,2015-09-04,27.3,30.5,25.5,7.6,15186.98,14.9,4.2186055555555555,9,2015
BKK,2015-09-05,28.1,31.5,25.6,0.4,40603.46,14.4,11.278738888888888,9,2015
BKK,2015-09-06,28.6,32.0,25.6,0.2,42113.08,13.1,11.698077777777778,9,2015
BKK,2015-09-07,29.5,33.5,25.8,0.0,42592.1,15.7,11.831138888888889,9,2015
BKK,2015-09-08,28.9,32.5,26.3,1.4,38116.49,18.5,10.587913888888888,9,2015
BKK,2015-09-09,29.2,33.8,25.5,0.2,38771.76,14.8,10.769933333333334,9,2015
BKK,2015-09-10,27.1,28.9,25.7,6.2,5416.06,10.7,1.5044611111111112,9,2015
BKK,2015-09-11,26.9,31.3,24.7,10.7,29183.99,16.2,8.106663888888889,9,2015
BKK,2015-09-12,27.6,31.3,24.8,3.1,32837.19,15.3,9.121441666666668,9,2015
BKK,2015-09-13,27.2,31.6,25.1,20.2,14191.21,15.5,3.9420027777777777,9,2015
BKK,2015-09-14,26.7,30.7,24.6,13.6,14849.78,12.2,4.124938888888889,9,2015
BKK,2015-09-15,26.5,30.2,24.8,12.2,2365.74,18.8,0.6571499999999999,9,2015
BKK,2015-09-16,25.7,28.3,24.5,41.5,7804.1,17.1,2.1678055555555558,9,2015
BKK,2015-09-17,25.7,27.7,24.4,58.4,5794.18,15.5,1.6094944444444446,9,2015
BKK,2015-09-18,26.7,30.2,25.3,12.9,21735.01,24.8,6.037502777777777,9,2015
BKK,2015-09-19,27.2,30.8,24.8,1.3,33248.57,9.5,9.235713888888888,9,2015
BKK,2015-09-20,28.4,32.7,24.0,0.0,42571.48,8.7,11.825411111111112,9,2015
BKK,2015-09-21,29.6,33.8,26.2,0.0,40060.24,12.3,11.127844444444444,9,2015
BKK,2015-09-22,29.1,32.5,26.8,0.7,35148.0,11.0,9.763333333333334,9,2015
BKK,2015-09-23,27.9,30.2,26.4,9.7,35886.15,16.0,9.968375,9,2015
BKK,2015-09-24,28.0,31.9,25.3,1.5,37359.76,16.2,10.377711111111111,9,2015
BKK,2015-09-25,28.0,31.7,25.2,2.3,41553.94,15.5,11.542761111111112,9,2015
BKK,2015-09-26,27.8,31.6,25.3,0.9,41199.42,10.4,11.444283333333333,9,2015
BKK,2015-09-27,28.6,31.9,25.7,1.3,40964.12,9.1,11.378922222222222,9,2015
BKK,2015-09-28,28.1,31.5,25.8,3.3,38416.51,7.6,10.671252777777779,9,2015
BKK,2015-09-29,28.1,32.3,25.6,2.5,39199.52,7.1,10.888755555555555,9,2015
BKK,2015-09-30,28.4,32.4,25.5,0.4,41167.57,8.7,11.43543611111111,9,2015
BKK,2015-10-01,27.4,31.0,25.2,7.9,22626.48,6.6,6.2851333333333335,10,2015
BKK,2015-10-02,26.5,29.8,24.9,8.6,12817.12,7.2,3.5603111111111114,10,2015
BKK,2015-10-03,25.8,29.4,24.3,18.1,3950.37,8.3,1.0973249999999999,10,2015
BKK,2015-10-04,26.2,28.8,24.9,9.5,10891.28,11.2,3.0253555555555556,10,2015
BKK,2015-10-05,26.3,28.4,25.2,5.9,10430.71,16.2,2.897419444444444,10,2015
BKK,2015-10-06,26.1,27.5,25.1,16.8,0.0,9.9,0.0,10,2015
BKK,2015-10-07,28.0,31.5,25.3,0.5,41473.65,8.5,11.520458333333334,10,2015
BKK,2015-10-08,27.0,29.8,25.5,10.3,3156.84,9.0,0.8769,10,2015
BKK,2015-10-09,26.5,29.7,25.0,11.7,12975.69,9.7,3.6043583333333333,10,2015
BKK,2015-10-10,26.7,30.1,24.8,10.2,32881.76,11.8,9.133822222222223,10,2015
BKK,2015-10-11,26.7,29.2,24.8,2.6,20058.7,7.3,5.571861111111112,10,2015
BKK,2015-10-12,26.1,28.6,24.2,5.5,36000.0,11.2,10.0,10,2015
BKK,2015-10-13,25.9,29.8,22.9,1.0,33875.66,13.8,9.409905555555557,10,2015
BKK,2015-10-14,26.3,29.7,23.1,0.1,41926.73,15.6,11.64631388888889,10,2015
BKK,2015-10-15,27.0,30.4,24.2,1.5,41258.89,13.7,11.460802777777777,10,2015
BKK,2015-10-16,27.3,30.8,24.3,0.2,41711.52,10.5,11.586533333333332,10,2015
BKK,2015-10-17,28.0,31.5,24.5,0.2,42111.93,9.2,11.697758333333333,10,2015
